199,-245506632.47711653
399,-207775289.14532563
599,-245474014.06750232
799,-128365413.52224237
999,-186538097.14763275
1199,-381626493.213729
1399,-157849870.83574286
1599,-242042665.2674195
1799,-63351479.2176195
1999,-395068059.7952887
2199,-214458491.6010821
2399,-238618628.53853807
2599,-307768517.6671098
2799,-155452085.59045854
2999,-201657307.35298765
3199,-336871797.77098334
3399,-211116455.9762932
3599,-250704537.05872196
3799,-283761886.5964025
3999,-387051709.1821968
4199,-346271257.818032
4399,-266148174.4839479
4599,-191747199.9262313
4799,-470510785.6118016
4999,-177263778.3058955
5199,-208431334.6722935
5399,-465105704.345418
5599,-422864776.6992704
5799,-254698535.03661492
5999,-196611357.34190637
6199,-292846318.2053881
6399,-269373095.73003817
6599,-228374345.7124675
6799,-489322901.49971855
6999,-277969787.25913334
7199,-339651117.22286487
7399,-198412227.4328668
7599,-357738406.6112111
7799,-203591505.3643694
7999,-280883506.1061088
8199,-370821062.1138789
8399,-429638839.6969365
8599,-158724626.09500018
8799,-416860604.92207336
8999,-212979007.1199636
9199,-212074872.3089801
9399,-311095041.5779523
9599,-386545355.5864184
9799,-499386275.438055
9999,-179282610.01732677
10199,-309399166.34001005
10399,-380515884.15706366
10599,-279056118.9573501
10799,-383927722.93689066
10999,-395270100.7029601
11199,-357403967.80771595
11399,-340395109.7255389
11599,-298865999.22389835
11799,-223698362.84544468
11999,-266706368.11349463
12199,-469183426.0011641
12399,-311279148.61347544
12599,-208686164.37158617
12799,-419737168.16610086
12999,-143758812.70330405
13199,-389302479.5632369
13399,-326126136.27082825
13599,-146478257.67059922
13799,-447978198.6720622
13999,-304850259.7207396
14199,-143611377.7993269
14399,-339901960.62421626
14599,-354404451.3823649
14799,-326325128.0105979
14999,-228913713.4262256
15199,-243755404.07989052
15399,-363523813.0660617
15599,-376997237.0707546
15799,-258892846.51247025
15999,-273925744.54297817
16199,-285067336.6873994
16399,-354827146.48443955
16599,-194150656.30900577
16799,-214187781.6874539
16999,-181707649.7109937
17199,-356595665.32207465
17399,-275512687.2842623
17599,-221198076.1073793
17799,-347709200.4040259
17999,-412253968.0610711
18199,-397894745.3742691
18399,-230433520.69507897
18599,-255627655.39724964
18799,-371732009.24163055
18999,-146505262.1977596
19199,-377686458.5771799
19399,-87207516.2128622
19599,-209915800.9902317
19799,-345939096.29149544
19999,-327774892.24293697
