199,-384702887.872917
399,-277134243.48764795
599,-237033561.33035928
799,-420553719.43852943
999,-260023334.3703405
1199,-430905191.7565532
1399,-298456446.6013797
1599,-347253755.1920111
1799,-193746474.6081873
1999,-358595888.7146195
2199,-439006249.41826105
2399,-221324875.92395973
2599,-346324135.1520213
2799,-278484882.4795433
2999,-296192083.2894441
3199,-160615148.89302066
3399,-204701178.64708075
3599,-203588521.7493411
3799,-295062126.91454506
3999,-311948231.33298224
4199,-133088643.02288328
4399,-330228790.3022819
4599,-418464235.8130938
4799,-120136609.32239932
4999,-167428058.90946785
5199,-318411726.9891054
5399,-218698888.29868412
5599,-309267739.90931123
5799,-439061022.9072603
5999,-231501194.6774709
6199,-510829098.7113512
6399,-241217744.6805756
6599,-393089152.2324075
6799,-381755847.6427716
6999,-462167960.2578932
7199,-204948003.16349584
7399,-381979463.6767293
7599,-293184609.6469298
7799,-237392833.3983414
7999,-307641676.97934467
8199,-245150883.3308336
8399,-180136856.50452235
8599,-411987747.56875527
8799,-408256230.70754045
8999,-268782364.6452963
9199,-332152323.93463993
9399,-337811703.69963664
9599,-288125659.3698624
9799,-238480231.0668068
9999,-292025281.1541679
10199,-238636206.60120335
10399,-185597116.91038716
10599,-285749691.8775636
10799,-254787764.5199535
10999,-251287092.7786396
11199,-318037843.3278775
11399,-252160581.17625532
11599,-275476577.5023147
11799,-280045811.11735284
11999,-295148397.34032226
12199,-189356599.7908528
12399,-420369487.6438356
12599,-337037642.8150146
12799,-381172972.27963394
12999,-411457208.77190256
13199,-379328089.2271609
13399,-227374266.35507163
13599,-350222630.03186697
13799,-179262613.0821331
13999,-198724046.7538809
14199,-327343033.5052977
14399,-352842039.47066885
14599,-431748996.99867743
14799,-425547219.7734192
14999,-138819162.20439273
15199,-282078010.95954657
15399,-280650888.77047646
15599,-198835803.9385044
15799,-213521282.2095328
15999,-277021412.01166224
16199,-180027072.41849974
16399,-359986810.18222064
16599,-338968914.0823731
16799,-446069457.3584716
16999,-344551673.81071573
17199,-410701110.1761498
17399,-285353563.97128254
17599,-328122432.3249924
17799,-246212842.5916893
17999,-300617305.54238296
18199,-119287495.82476117
18399,-308132928.32739145
18599,-309481790.0655392
18799,-229981144.78144425
18999,-397743357.1409997
19199,-453155510.6399325
19399,-455181498.6720448
19599,-174204040.83966902
19799,-405546845.68608266
19999,-248278839.93771836
