,t,L2ErrorStateExState,L2NormStateEx,L2NormState,Absu1exu1,Absu2exu2,Absu3exu3,Absu4exu4,Absu5exu5,Absu6exu6,Absu7exu7,Absu8exu8,Absu9exu9,Absu1,Absu2,Absu3,Absu4,Absu5,Absu6,Absu7,Absu8,Absu9,Absu1ex,Absu2ex,Absu3ex,Absu4ex,Absu5ex,Absu6ex,Absu7ex,Absu8ex,Absu9ex
0,0.01,0.01165449136480366,1.493645155514427,1.5020284694364592,0.9050410938251554,1.5511406173343956,1.7469833169034752,1.7637093969688187,2.8006478430628174,2.9017184142792325,1.8760887473338286,2.9452696363632405,1.6174889392827887,0.036836981773376465,0.040953606367111206,0.038753800094127655,0.0011935753282159567,0.01768939197063446,0.0290153119713068,0.02060580998659134,0.033311761915683746,0.05266384780406952,0.8682041120517789,1.5920942237015068,1.7082295168093475,1.7625158216406027,2.782958451092183,2.8727031023079257,1.8554829373472372,2.978581398278924,1.5648250914787192
1,0.02,0.0221559049205674,1.4903205099315104,1.5065810424360642,0.9484160153414899,1.5159651730930537,1.5862184328063793,1.7532730594752732,2.7437537605454545,2.6375576891238244,1.753349440065592,2.6138427396661874,1.457073935161966,0.0727938562631607,0.05267095938324928,0.028986378572881222,0.010472311405465007,0.04344998858869076,0.05303361639380455,0.05239461734890938,0.07281394302845001,0.12031641602516174,0.8756221590783292,1.568636132476303,1.557232054233498,1.7428007480698082,2.7003037719567637,2.58452407273002,1.7009548227166826,2.6866566826946374,1.3367575191368042
2,0.03,0.031648623515676065,1.487521577472606,1.5111821526523597,1.0065142055189575,1.4769774334198869,1.42872053505105,1.745215470638307,2.660430278418877,2.394678934179131,1.6248947513924683,2.305669867660526,1.317498002780499,0.1160501018166542,0.08103548921644688,0.011321685276925564,0.008083166321739554,0.01873011887073517,0.07223662734031677,0.06775581743568182,0.11489182710647583,0.18372193723917007,0.8904641037023034,1.5580129226363337,1.4173988497741243,1.7371323043165674,2.641700159548142,2.322442306838814,1.5571389339567865,2.420561694767002,1.133776065541329
3,0.04,0.04032480594377057,1.4851605024792722,1.5158485918181426,1.0531187558128763,1.4923810057379205,1.3114396992941761,1.7691840270689336,2.5964313586790664,2.1754589839147203,1.4968590616899249,1.9976358369799918,1.1940901681294482,0.14260702952742577,0.06368937529623508,0.028377032838761806,0.028122870018705726,0.0030919183045625687,0.09958893805742264,0.07863752357661724,0.17197293788194656,0.24455245956778526,0.9105117262854506,1.5560703810341556,1.2830626664554143,1.741061157050228,2.599523276983629,2.0758700458572976,1.4182215381133076,2.1696087748619384,0.949537708561663
4,0.05,0.048313340096200336,1.4831733449207574,1.5205838536814955,1.0798211557312731,1.4965507360049684,1.1956193670579085,1.7743843743101173,2.595145112504433,1.9632502112770034,1.37594314674832,1.6853617409155421,1.0800609626221902,0.14479381358250976,0.06410423753550276,0.04408526141196489,0.02214336604811251,0.026356341317296028,0.12382596544921398,0.09451976604759693,0.24300739169120789,0.2989562414586544,0.9350273421487633,1.5606549735404711,1.1515341056459436,1.7522410082620048,2.568788771187137,1.8394242458277894,1.2814233807007231,1.92836913260675,0.7811047211635358
5,0.060000000000000005,0.05566853995634929,1.4815072013588513,1.5253406255375215,1.1298400059105456,1.455972061579933,1.072755815053229,1.7757551590101677,2.5923053116793846,1.7466820705131247,1.256848973392973,1.3850801886280562,0.9648533656139674,0.16636840580031276,0.11422445712378249,0.05071376543492079,0.006782057927921414,0.046369779855012894,0.135429996997118,0.11088172346353531,0.3099287301301956,0.3371821865439415,0.9634716001102327,1.5701965187037155,1.0220420496183082,1.7689731010822463,2.5459355318243717,1.6112520735160067,1.1459672499294378,1.6950089187582518,0.6276711790700259
6,0.07,0.062453605889108185,1.4801148685912644,1.5300944773172802,1.167161379127047,1.4533071914816464,0.9523026603743819,1.8030662180953871,2.562614644687155,1.5187144980018554,1.1445625839960434,1.0729391462185223,0.863954997919623,0.17173274047672749,0.13017418881645426,0.05728705460205674,0.013116301270201802,0.03432982321828604,0.12704308424144983,0.13223189488053322,0.3969670981168747,0.37442049756646156,0.9954286386503195,1.5834813802981007,0.8950156057723252,1.7899499168251853,2.528284821468869,1.3916714137604056,1.0123306891155102,1.469906244335397,0.4895345003531615
7,0.08,0.06879774230303143,1.478952795206451,1.5348700807533402,1.216877587381026,1.4329947140181927,0.8067293924701866,1.824838342962328,2.5721890376845105,1.3153830120792749,1.0262429348173105,0.7845062186003564,0.7848891662494357,0.18630819767713547,0.16654709627619013,0.035266528371721506,0.010708002839237452,0.05841358657926321,0.1333463047631085,0.144636994227767,0.46999435126781464,0.4176320768892765,1.0305693897038906,1.5995418102943828,0.7714628640984651,1.8141303401230906,2.5137754511052472,1.1820367073161664,0.8816059405895434,1.254500569868171,0.3672570893601592
8,0.09,0.07476445039198455,1.477980538234584,1.5396436122585089,1.268061134970874,1.4522882125530032,0.6744035779100931,1.8655758069213713,2.5286549164212215,1.1105354780719892,0.9044597879951397,0.5161511276479518,0.7443556539111461,0.19943055417388678,0.16530606319429353,0.021859570872038603,0.024905023630708456,0.02783993538469076,0.1265636133030057,0.14940106682479382,0.5343615263700485,0.48319410160183907,1.0686305807969871,1.6175942757472968,0.6525440070380545,1.8406707832906628,2.5008149810365308,0.9839718647689835,0.7550587211703459,1.0505126540180003,0.26116155230930704
9,0.09999999999999999,0.08043008178484816,1.4771608395785991,1.5444090197631792,1.3186388398711857,1.483713518796038,0.5484687711319836,1.902495591716613,2.4813367263187502,0.9203410313148601,0.7849984076934187,0.2546318880404165,0.7119154520615725,0.2092381166294217,0.15328560752095655,0.00914523983374238,0.033614769112318754,0.006843850947916508,0.12141133332625031,0.151129211881198,0.6048620492219925,0.5408047288656235,1.109400723241764,1.6369991263169945,0.5393235312982412,1.8688808226042943,2.4881805772666667,0.7989296979886098,0.6338691958122207,0.859493937262409,0.17111072319594897
