,t,L2ErrorStateExState,L2NormStateEx,L2NormState,Absu1exu1,Absu2exu2,Absu3exu3,Absu1,Absu2,Absu3,Absu1ex,Absu2ex,Absu3ex
0,0.01,0.10315308672705598,6.0715213075548355,6.121031415352626,18.15482615897603,0.5176896800293065,5.095084827491621,0.039668675512075424,0.03001452051103115,0.00505222799256444,18.115157483463953,0.4876751595182754,5.0900325994990565
1,0.02,0.19740458378708997,6.036554081040346,6.131442675465238,16.688023711641453,0.529745713727588,4.600438577940855,0.06202077679336071,0.07098045386373997,0.023001496214419603,16.626002934848092,0.45876525986384814,4.577437081726435
2,0.03,0.2843473506744584,6.011180666374033,6.148008169707821,15.445391198138072,0.5447774775373859,4.190379093801112,0.09398815222084522,0.1066273283213377,0.03740243846550584,15.351403045917227,0.4381501492160483,4.152976655335606
3,0.04,0.3647344497159697,5.991983746340914,6.167909778098058,14.313544620680258,0.48943849470600925,3.814802149256203,0.12604781799018383,0.06835895217955112,0.034625899977982044,14.187496802690074,0.42107954252645813,3.780176249278221
4,0.05,0.4391584824418,5.977546357457586,6.190046690548356,13.267161297487304,0.45236743606276886,3.4824203113687098,0.17086374573409557,0.04644777812063694,0.03800714621320367,13.096297551753208,0.4059196579421319,3.444413165155506
5,0.060000000000000005,0.5079736457993325,5.967076613317263,6.2138966846721,12.27141361948446,0.4053200367123794,3.178927723507853,0.2083911094814539,0.01348200999200344,0.04023319925181568,12.063022510003005,0.39183802672037593,3.1386945242560373
6,0.07,0.571507195417321,5.960051104617799,6.239156333660531,11.324963942432596,0.3564211800245488,2.9002770993908067,0.24373607896268368,0.021870935335755348,0.041183241351973265,11.081227863469913,0.37829211536030416,2.8590938580388334
7,0.08,0.6301030684447435,5.95608432202779,6.265632964648988,10.43278550984558,0.31383369552127494,2.645935456174899,0.284336281940341,0.051023464649915695,0.04250745050376281,10.148449227905239,0.36485716017119063,2.603428005671136
8,0.09,0.6840808520664114,5.954868574161524,6.293194602449495,9.592161278015414,0.2747768811034823,2.414135903188351,0.32742450945079327,0.07637719996273518,0.04327770171221346,9.264736768564621,0.3511540810662175,2.3708582014761377
9,0.09999999999999999,0.7337617193954952,5.956140552493788,6.321741193418548,8.804780041333572,0.23904470932632127,2.203466695944265,0.37258674018085003,0.0977722816169262,0.041658028843812644,8.432193301152722,0.33681699094324746,2.1618086671004524
