,t,L2ErrorStateExState,L2NormStateEx,L2NormState,Absu1exu1,Absu2exu2,Absu3exu3,Absu4exu4,Absu5exu5,Absu6exu6,Absu7exu7,Absu8exu8,Absu9exu9,Absu1,Absu2,Absu3,Absu4,Absu5,Absu6,Absu7,Absu8,Absu9,Absu1ex,Absu2ex,Absu3ex,Absu4ex,Absu5ex,Absu6ex,Absu7ex,Absu8ex,Absu9ex
0,0.01,0.011608284393590294,1.493645155514427,1.5019998195686497,0.881142984962815,1.5718437058265506,1.7164796080342564,1.7370339437920967,2.8080216398387545,2.8561017614626985,1.8726641829573552,2.9796765021937737,1.5626002952599216,0.012938872911036015,0.02025051787495613,0.008250091224908829,0.025481877848505974,0.02506318874657154,0.01660134084522724,0.017181245610117912,0.0010951039148494601,0.0022247962187975645,0.8682041120517789,1.5920942237015068,1.7082295168093475,1.7625158216406027,2.782958451092183,2.8727031023079257,1.8554829373472372,2.978581398278924,1.5648250914787192
1,0.02,0.02200732517071179,1.4903205099315104,1.5064742155815156,0.9001187637667948,1.5099232886707514,1.5701705820895202,1.700481264014766,2.7460161684592586,2.559894786239639,1.7276294211721117,2.687856369223345,1.3337519203486545,0.024496604688465595,0.05871284380555153,0.01293852785602212,0.04231948405504227,0.04571239650249481,0.024629286490380764,0.026674598455429077,0.0011996865287073888,0.003005598788149655,0.8756221590783292,1.568636132476303,1.557232054233498,1.7428007480698082,2.7003037719567637,2.58452407273002,1.7009548227166826,2.6866566826946374,1.3367575191368042
2,0.03,0.03142611952362087,1.487521577472606,1.51101745072333,0.915801821896654,1.4527089906550086,1.4355449437088987,1.6931331364588758,2.704493924765208,2.298165360313026,1.5858598143497253,2.4227685547389224,1.1320047910529096,0.0253377181943506,0.10530393198132515,0.0181460939347744,0.043999167857691646,0.06279376521706581,0.024276946525787935,0.028720880392938852,0.002206859971920494,0.0017712744884192944,0.8904641037023034,1.5580129226363337,1.4173988497741243,1.7371323043165674,2.641700159548142,2.322442306838814,1.5571389339567865,2.420561694767002,1.133776065541329
3,0.04,0.04001005218544287,1.4851605024792722,1.5156056382068934,0.9412206970203002,1.412038688737889,1.305495453799274,1.6733834312452582,2.6807785229374272,2.047912637546685,1.4504479581209537,2.1726467972162418,0.9527572907021087,0.030708970734849572,0.14403169229626656,0.022432787343859673,0.06767772580496967,0.0812552459537983,0.027957408310612664,0.032226420007646084,0.0030380223543033935,0.0032195821404457092,0.9105117262854506,1.5560703810341556,1.2830626664554143,1.741061157050228,2.599523276983629,2.0758700458572976,1.4182215381133076,2.1696087748619384,0.949537708561663
4,0.05,0.047875394574886584,1.4831733449207574,1.520234281704434,0.9734256836573455,1.423270570974813,1.168198435096521,1.6409349288314992,2.6646499993700488,1.7994703028641688,1.318057555341945,1.9323227734580004,0.7934050578969962,0.038398341508582234,0.1373844025656581,0.016664329450577497,0.11130607943050563,0.09586122818291187,0.03995394296362065,0.03663417464122176,0.003953640851250384,0.012300336733460426,0.9350273421487633,1.5606549735404711,1.1515341056459436,1.7522410082620048,2.568788771187137,1.8394242458277894,1.2814233807007231,1.92836913260675,0.7811047211635358
5,0.060000000000000005,0.05512093487729103,1.4815072013588513,1.524896228430343,1.0106200897363573,1.4355858015188738,1.0336218476871595,1.6150374183552223,2.6574232314969515,1.5559515447794545,1.1877439121562041,1.7000153415490087,0.6480553333525362,0.0471484896261245,0.13461071718484163,0.011579798068851233,0.15393568272702396,0.11148769967257977,0.055300528736552224,0.04177666222676635,0.005006422790756915,0.02038415428251028,0.9634716001102327,1.5701965187037155,1.0220420496183082,1.7689731010822463,2.5459355318243717,1.6112520735160067,1.1459672499294378,1.6950089187582518,0.6276711790700259
6,0.07,0.06183821178073937,1.4801148685912644,1.529585508609719,1.0533875137346154,1.4481951678067635,0.8995349165521948,1.5927250085496556,2.6541548043447527,1.3256361834947081,1.0596582606640317,1.4743605528522667,0.5201982774959246,0.05795887508429587,0.1352862124913372,0.004519310779869556,0.19722490827552974,0.12586998287588358,0.06603523026569746,0.04732757154852152,0.004454308516869787,0.030663777142763138,0.9954286386503195,1.5834813802981007,0.8950156057723252,1.7899499168251853,2.528284821468869,1.3916714137604056,1.0123306891155102,1.469906244335397,0.4895345003531615
7,0.08,0.06811488628216159,1.478952795206451,1.5342941027850971,1.0940242591399907,1.4222780469686283,0.775645850256877,1.5981240976858024,2.6563785122671826,1.1127396659505224,0.933155648128923,1.259757290373884,0.4046826995969828,0.06345486943610013,0.17726376332575455,0.00418298615841195,0.21600624243728817,0.14260306116193533,0.06929704136564396,0.0515497075393796,0.0052567205057130195,0.03742561023682356,1.0305693897038906,1.5995418102943828,0.7714628640984651,1.8141303401230906,2.5137754511052472,1.1820367073161664,0.8816059405895434,1.254500569868171,0.3672570893601592
8,0.09,0.07402647828377382,1.477980538234584,1.5390182057868398,1.1402010221566412,1.4387465393593175,0.6489833887152462,1.5814968976043398,2.6555221548533905,0.902008081085961,0.8116451213104228,1.0545135565795294,0.3117901175611343,0.07157044135965407,0.17884773638797924,0.0035606183228082955,0.25917388568632305,0.15470717381685972,0.08196378368302248,0.056586400140076876,0.004000902561529074,0.05062856525182724,1.0686305807969871,1.6175942757472968,0.6525440070380545,1.8406707832906628,2.5008149810365308,0.9839718647689835,0.7550587211703459,1.0505126540180003,0.26116155230930704
9,0.09999999999999999,0.07964817749058971,1.4771608395785991,1.5437532834507743,1.1900210318812456,1.4585982360264902,0.5262384167032266,1.567014826975535,2.652237951267216,0.7033872339616614,0.6959611903772009,0.8626744136699876,0.23594409975258387,0.08062030863948166,0.17840089029050432,0.013085114595014602,0.30186599562875926,0.16405737400054932,0.09554246402694844,0.06209199456498027,0.0031804764075786807,0.0648333765566349,1.109400723241764,1.6369991263169945,0.5393235312982412,1.8688808226042943,2.4881805772666667,0.7989296979886098,0.6338691958122207,0.859493937262409,0.17111072319594897
10,0.10999999999999999,0.0850518559524662,1.476459870900797,1.5484967467268058,1.2418840171774361,1.474168118288013,0.4126100968722293,1.554061835397343,2.651495857149752,0.5178415988690361,0.5864965827978376,0.6852413064705413,0.17441492075759452,0.08917436026968062,0.18306223335093819,0.020043924741912633,0.34412853117100894,0.17655302863568068,0.11014613750739954,0.06748927058652043,0.002626139765197877,0.07793706189841032,1.1527096569077555,1.6572303516389513,0.43265402161414196,1.898190366568352,2.474942828514071,0.6279877363764357,0.5190073122113171,0.6826151667053434,0.09647785885918421
11,0.11999999999999998,0.09029833202001966,1.4758474374015669,1.5532436888621088,1.2952076078126593,1.49038052535979,0.3072053652038028,1.5405940521084287,2.647792395090188,0.34793389689562687,0.48436546658981117,0.5227204094161294,0.12705099754023663,0.09678736259229481,0.18747040288872086,0.02593842876376584,0.3875290311407298,0.1873900666832924,0.12385967242880724,0.07317088730633259,0.0021132365000084974,0.09082952421158552,1.1984202452203645,1.6778509282485108,0.33314379396756866,1.9281230832491585,2.4604023284068957,0.4717935693244341,0.4111945792834786,0.5206071729161209,0.036221473328651124
12,0.12999999999999998,0.09544052918587535,1.4752970658040112,1.5579886287005589,1.3495518104560433,1.4992612176613627,0.2086620389784339,1.5256554740766843,2.6414503063285117,0.2069434207420922,0.38951321983773546,0.37669399511495805,0.09053787378721269,0.1031302239280194,0.19923076531267725,0.03250902733998373,0.4326185069512576,0.19741488248109818,0.12364936342055444,0.07859867112711072,0.002907573747506831,0.1015344625338912,1.246421586528024,1.69849198297404,0.24117106631841764,1.958273981027942,2.4440354238474136,0.33059278416264665,0.31091454871062474,0.3737864213674512,0.010996588746678514
