199,-1051.1019522934089
399,-1346.473766605229
599,-1267.2244034156329
799,-2022.9888363095608
999,-1068.7599612100623
1199,-1324.410927364752
1399,-1633.666882950272
1599,-1490.0078673290548
1799,-1087.6826195477645
1999,-1219.0610436750178
2199,-1771.1974009847431
2399,-1645.3100326552028
2599,-955.3189800872076
2799,-1500.1526367645454
2999,-1495.7090526637776
3199,-1007.7712161476262
3399,-2123.832643675832
3599,-2565.068124225889
3799,-1413.7656566751873
3999,-1427.6182438346543
4199,-1028.5491012369437
4399,-1084.0085876163644
4599,-1335.073524550376
4799,-2359.121123105633
4999,-1761.3113993741597
5199,-1497.7314037876708
5399,-1801.3945141725076
5599,-746.6669170895182
5799,-758.0915780874354
5999,-1751.841252036305
6199,-3313.64735630612
6399,-1425.8902360402578
6599,-2612.124720251044
6799,-1881.4699519379355
6999,-1318.699608775561
7199,-1030.8944317631403
7399,-1515.4234209113386
7599,-1512.3489096003425
7799,-1444.6086029320786
7999,-1158.142269000024
8199,-958.1238786884684
8399,-1208.1740284718455
8599,-1742.7756270552416
8799,-1704.4337810494817
8999,-1921.9632382081024
9199,-2324.209229023012
9399,-1125.9692230880985
9599,-1435.5613647538546
9799,-926.4819218925842
9999,-1773.0233876118598
10199,-1234.626103068293
10399,-1839.405131026797
10599,-1517.3076021162865
10799,-1034.8284774284734
10999,-857.2428906136192
11199,-2289.022952120305
11399,-1546.0296274869236
11599,-1626.9091883883286
11799,-3258.7248735573776
11999,-1765.3860977584363
12199,-1441.6086656422062
12399,-1481.518284071281
12599,-1141.7134779395506
12799,-1179.3192200144397
12999,-1903.8741974356155
13199,-1484.9784735641151
13399,-1243.7730556587464
13599,-2347.070368208724
13799,-2131.225726428644
13999,-1198.2687738979675
14199,-1637.4503908571637
14399,-1405.058610603987
14599,-3013.066808325216
14799,-1912.1987964156317
14999,-1285.0699578342867
15199,-1182.220979489393
15399,-1330.623186823039
15599,-2256.675551822369
15799,-1694.9707015828033
15999,-1655.1585699074392
16199,-1503.9226969205936
16399,-1929.270604183008
16599,-1668.7772617423807
16799,-1096.2129899338508
16999,-1860.0656760201173
17199,-1216.9424572719552
17399,-1536.6192925457
17599,-3457.722990761471
17799,-1029.1499976037042
17999,-1085.5104748233466
18199,-1096.3760384520822
18399,-1608.9328347239536
18599,-1183.200509285463
18799,-2181.006680225969
18999,-1305.981337872232
19199,-1088.9575349486895
19399,-1807.516661359636
19599,-1585.4376170350397
19799,-1588.9108885031706
19999,-1542.553729267098
