,t,L2ErrorStateExState,L2NormStateEx,L2NormState,Absu1exu1,Absu2exu2,Absu3exu3,Absu4exu4,Absu5exu5,Absu6exu6,Absu7exu7,Absu8exu8,Absu9exu9,Absu1,Absu2,Absu3,Absu4,Absu5,Absu6,Absu7,Absu8,Absu9,Absu1ex,Absu2ex,Absu3ex,Absu4ex,Absu5ex,Absu6ex,Absu7ex,Absu8ex,Absu9ex
0,0.01,0.011592496508395504,1.493645155514427,1.5019861001273993,0.865262319919446,1.6101096232767402,1.672514793639544,1.7763351240728418,2.759920935511529,2.8762714628899197,1.8481592932232658,2.988735386655184,1.5645472955043211,0.002941792132332921,0.01801539957523346,0.03571472316980362,0.013819302432239056,0.023037515580654144,0.0035683605819940567,0.007323644123971462,0.010153988376259804,0.00027779597439803183,0.8682041120517789,1.5920942237015068,1.7082295168093475,1.7625158216406027,2.782958451092183,2.8727031023079257,1.8554829373472372,2.978581398278924,1.5648250914787192
1,0.02,0.021951901443393644,1.4903205099315104,1.5064232832432802,0.8743086431395107,1.5815859046554297,1.541262122154183,1.7749550408693406,2.6365114687522273,2.5903707384365053,1.6855782781591708,2.6932062839049187,1.3377741149742315,0.0013135159388184547,0.01294977217912674,0.015969932079315186,0.032154292799532413,0.06379230320453644,0.00584666570648551,0.015376544557511806,0.006549601210281253,0.0010165958374273032,0.8756221590783292,1.568636132476303,1.557232054233498,1.7428007480698082,2.7003037719567637,2.58452407273002,1.7009548227166826,2.6866566826946374,1.3367575191368042
2,0.03,0.031280534149224284,1.487521577472606,1.5108862251793818,0.8877831964435395,1.5628145480222142,1.3881538950763366,1.7578120277879705,2.5372898241265798,2.333674603775028,1.5248616134451474,2.432227747974593,1.1463339860463888,0.0026809072587639093,0.00480162538588047,0.02924495469778776,0.020679723471403122,0.1044103354215622,0.01123229693621397,0.03227732051163912,0.011666053207591176,0.012557920505059883,0.8904641037023034,1.5580129226363337,1.4173988497741243,1.7371323043165674,2.641700159548142,2.322442306838814,1.5571389339567865,2.420561694767002,1.133776065541329
3,0.04,0.03973330588395511,1.4851605024792722,1.5153621416729022,0.9015015563975354,1.552141551118334,1.263792803311851,1.761611801511992,2.459722191988359,2.094221876399385,1.3576573209556457,2.1725614625370717,0.9723394788955622,0.009010169887915254,0.003928829915821552,0.01926986314356327,0.020550644461764023,0.13980108499526978,0.018351830542087555,0.060564217157661915,0.0029526876751333475,0.022801770333899185,0.9105117262854506,1.5560703810341556,1.2830626664554143,1.741061157050228,2.599523276983629,2.0758700458572976,1.4182215381133076,2.1696087748619384,0.949537708561663
4,0.05,0.04744768032504003,1.4831733449207574,1.5198542430472912,0.9321787819254074,1.5410597742758851,1.1482706973277816,1.7721446119994801,2.395753041510652,1.8667590877273632,1.2103838241750755,1.9273159057278835,0.8293811441454071,0.0028485602233558893,0.019595199264585972,0.0032634083181619644,0.01990360373747535,0.17303572967648506,0.027334841899573803,0.07103955652564764,0.0010532268788665533,0.04827642298187129,0.9350273421487633,1.5606549735404711,1.1515341056459436,1.7522410082620048,2.568788771187137,1.8394242458277894,1.2814233807007231,1.92836913260675,0.7811047211635358
5,0.060000000000000005,0.054493159870102344,1.4815072013588513,1.5243357953549275,0.9390661036824434,1.5486819159997418,0.9998524268733904,1.7709543350564665,2.339014088481209,1.6439229276411786,1.0665738090719081,1.6939672386813283,0.686228597681625,0.02440549642778933,0.02151460270397365,0.02218962274491787,0.001981233974220231,0.20692144334316254,0.0326708541251719,0.07939344085752964,0.0010416800769235124,0.05855741861159913,0.9634716001102327,1.5701965187037155,1.0220420496183082,1.7689731010822463,2.5459355318243717,1.6112520735160067,1.1459672499294378,1.6950089187582518,0.6276711790700259
6,0.07,0.06099784893928822,1.4801148685912644,1.5288371732346713,0.9985562002996271,1.5705832660210508,0.8757088927556215,1.8056339419835925,2.285652961391488,1.4297740941119907,0.9210224390235402,1.4666376276275688,0.5436255101010969,0.0031275616493076086,0.012898114277049899,0.019306713016703725,0.015684025158407167,0.24263186007738113,0.03810268035158515,0.09130825009196997,0.003268616707828187,0.05409100974793546,0.9954286386503195,1.5834813802981007,0.8950156057723252,1.7899499168251853,2.528284821468869,1.3916714137604056,1.0123306891155102,1.469906244335397,0.4895345003531615
7,0.08,0.06702330727387107,1.478952795206451,1.5333271493787068,1.0122766327198802,1.5864994634435303,0.7565080435903278,1.811183855085408,2.236838297914873,1.2139793980388107,0.7847390432822071,1.2683331962986562,0.4330512811199374,0.01829275698401034,0.013042346850852482,0.014954820508137345,0.002946485037682578,0.2769371531903744,0.03194269072264433,0.09686689730733633,0.013832626430485107,0.06579419175977819,1.0305693897038906,1.5995418102943828,0.7714628640984651,1.8141303401230906,2.5137754511052472,1.1820367073161664,0.8816059405895434,1.254500569868171,0.3672570893601592
8,0.09,0.0726513051370823,1.477980538234584,1.5378072747031803,1.0677196800309572,1.6071033040862404,0.6429049182751304,1.8230650490292115,2.183725065760957,1.0065902796031252,0.6521686934833923,1.0785930359685312,0.3238335531242348,0.000910900766029954,0.010490971661056392,0.009639088762924075,0.01760573426145129,0.31708991527557373,0.02261841483414173,0.10289002768695354,0.028080381950530864,0.06267200081492774,1.0686305807969871,1.6175942757472968,0.6525440070380545,1.8406707832906628,2.5008149810365308,0.9839718647689835,0.7550587211703459,1.0505126540180003,0.26116155230930704
9,0.09999999999999999,0.07793732116729828,1.4771608395785991,1.542261090798079,1.1132708693580058,1.631741399626379,0.5150848799127103,1.824854679482994,2.1357136401121353,0.8159491821807427,0.533392958565454,0.88072365564039,0.21953737875365406,0.0038701461162418127,0.005257726690615527,0.02423865138553083,0.044026143121300265,0.3524669371545315,0.01701948419213295,0.10047623724676669,0.021229718377981044,0.04842665555770509,1.109400723241764,1.6369991263169945,0.5393235312982412,1.8688808226042943,2.4881805772666667,0.7989296979886098,0.6338691958122207,0.859493937262409,0.17111072319594897
10,0.10999999999999999,0.0829520081861115,1.476459870900797,1.5466836755882332,1.15233725477061,1.6549321073201428,0.4126909762424456,1.8192143806066186,2.090704063870402,0.6422161532160502,0.40899739864572615,0.6931138660036392,0.148095939649106,0.00037240213714540005,0.002298244318808429,0.019963045371696353,0.07897598596173339,0.38423876464366913,0.01422841683961451,0.11000991356559098,0.010498699298295833,0.051618080789921805,1.1527096569077555,1.6572303516389513,0.43265402161414196,1.898190366568352,2.474942828514071,0.6279877363764357,0.5190073122113171,0.6826151667053434,0.09647785885918421
11,0.11999999999999998,0.08777243457453275,1.4758474374015669,1.5510819482513483,1.2058820997098847,1.6830938011880723,0.32097357673479,1.8235691386141863,2.039708968137826,0.47688966424007745,0.29773986882414194,0.533491950452904,0.07244800967967437,0.007461854489520192,0.005242872939561494,0.012170217232778668,0.10455394463497214,0.42069336026906967,0.005096094915643334,0.11345471045933664,0.012884777536783076,0.03622653635102324,1.1984202452203645,1.6778509282485108,0.33314379396756866,1.9281230832491585,2.4604023284068957,0.4717935693244341,0.4111945792834786,0.5206071729161209,0.036221473328651124
12,0.12999999999999998,0.09245024281602038,1.4752970658040112,1.5554494620968815,1.2631670395299552,1.7060481980918418,0.22613563052822158,1.8387574721704552,1.980661241265512,0.33071017527770113,0.199684506180401,0.3798446579833509,0.008545074574755075,0.01674545300193131,0.007556215117801912,0.015035435790196061,0.11951650885748677,0.46337418258190155,0.00011739111505448818,0.11123004253022373,0.006058236615899659,0.01954166332143359,1.246421586528024,1.69849198297404,0.24117106631841764,1.958273981027942,2.4440354238474136,0.33059278416264665,0.31091454871062474,0.3737864213674512,0.010996588746678514
13,0.13999999999999999,0.09703882250709968,1.4747859709251168,1.5597879107153585,1.3190001919229282,1.7314951613308391,0.1419703232615601,1.8560584733664134,1.9214683290418462,0.1932818939065107,0.10304084650654255,0.24853915457047684,0.04928928213415156,0.022376785287633538,0.012660096122999676,0.014948742209526245,0.13223182896035723,0.5039796456694603,0.011012184666469693,0.11540505778975785,0.006419784916033677,0.002601475251140073,1.2966234066352946,1.7188350652078395,0.15691906547108633,1.9882903023267706,2.4254479747113065,0.2042940785729804,0.2184459042963004,0.24211936965444317,0.04668780688301149
14,0.15,0.10157075937161539,1.4742949246359567,1.564088529729959,1.3744017247480529,1.7548396366967696,0.057051517546937394,1.8606623557598505,1.8584372175734938,0.0771875134551239,0.02121131542235022,0.1319094662379569,0.07555506747971917,0.025450305081903934,0.01624241932586301,0.023364854721876327,0.1571930192585569,0.5458995252847672,0.015356360701844096,0.1126906385179609,0.006612043815948709,0.0031266056175809354,1.348951419666149,1.7385972173709066,0.08041637226881372,2.0178553750184074,2.404336742858261,0.09254387415696799,0.13390195394031112,0.1252974224220082,0.07242846186213824
15,0.16,0.10608440751526792,1.4738080583917526,1.5683551668891478,1.4252302759543116,1.7847619727791229,0.004549845294531875,1.8757569580951658,1.7904790909472292,0.03134361541177663,0.06340678422802254,0.029234512503791783,0.09445474751628252,0.021886773873120546,0.027243300297413953,0.016123915767821018,0.17091828511911444,0.5899790860712528,0.026139224646613002,0.12067443667910993,0.006427301445910416,0.004680626763729379,1.403343502081191,1.757518672481709,0.011574070473289143,2.0466752432142803,2.380458177018482,0.005204390765163631,0.057267652451087385,0.022807211057881367,0.08977412075255314
16,0.17,0.11060319140519062,1.473312627178689,1.5725859728562472,1.4785908996202315,1.809704045549052,0.06794387634155881,1.8818011348955026,1.7243036126960658,0.12751313658529212,0.13181087826256432,0.046908369463469005,0.11575062410633383,0.018844341626390815,0.03435099260241259,0.01815997853555018,0.19266682417946868,0.6293006911873817,0.03788048285059631,0.12024110421771184,0.01910213602513977,0.015552383585600182,1.4597465579938407,1.7753530529466395,0.04978389780600863,2.0744679590749713,2.3536043038834475,0.08963265373469582,0.01156977404485249,0.06601050548860878,0.10019824052073364
17,0.18000000000000002,0.11513847725842805,1.4727987554362927,1.5767750264960307,1.5330326866667905,1.8311658949832175,0.11809660677490855,1.8918534332297616,1.648258613603962,0.20576529035525157,0.1917001468500223,0.11920005590260593,0.12123905365494868,0.014918709872290492,0.03930594069242943,0.014198763739841525,0.20910199845093302,0.6753267124295235,0.04425167362205684,0.11890264885732904,0.02271480171748408,0.016186711291084066,1.5181139767945,1.791859954290788,0.10389784303506702,2.1009554316806947,2.3235853260334856,0.16151361673319473,0.07279749799269324,0.14191485762009,0.10505234236386461
