,t,L2ErrorStateExState,L2NormStateEx,L2NormState,Absu1exu1,Absu2exu2,Absu3exu3,Absu1,Absu2,Absu3,Absu1ex,Absu2ex,Absu3ex
0,0.01,0.10281977147259601,6.071521307554834,6.121113340330442,18.06943948412485,0.48484089695908444,5.178924850752189,0.0457179993391037,0.0028342625591903925,0.08889225125312805,18.115157483463953,0.48767515951827484,5.090032599499061
1,0.02,0.19609291035587892,6.036554081040345,6.131445633587854,16.482131843541875,0.45540097167392707,4.68545232282782,0.14387109130620956,0.0033642881899140775,0.10801524110138416,16.626002934848085,0.45876525986384115,4.577437081726436
2,0.03,0.2813726332452524,6.011180666374032,6.147710952847731,15.109739433491907,0.4424065947231049,4.280448180557677,0.2416636124253273,0.004256445507053286,0.12747152522206306,15.351403045917234,0.4381501492160516,4.152976655335614
3,0.04,0.35942632880138503,5.991983746340912,6.166866153812866,13.846674411478098,0.4370839377901902,3.9130813348493203,0.34082239121198654,0.016004395263735205,0.13290508557111025,14.187496802690085,0.421079542526455,3.78017624927821
4,0.05,0.43077380033034496,5.977546357457585,6.1877775959037065,12.657265883745835,0.4402564097929236,3.5816614418883685,0.4390316680073738,0.03433675185078755,0.137248276732862,13.096297551753208,0.405919657942136,3.4444131651555066
5,0.060000000000000005,0.49602399826720267,5.9670766133172615,6.209830688629845,11.561611798446329,0.5034633763933507,3.287575923328737,0.501410711556673,0.11162534967297688,0.1488813990727067,12.063022510003002,0.3918380267203739,3.1386945242560302
6,0.07,0.5559115238715412,5.960051104617797,6.232832154236213,10.590588195511879,0.5881739338061673,3.0231295340860207,0.49063966795802116,0.20988181844586506,0.16403567604720592,11.0812278634699,0.3782921153603023,2.8590938580388148
7,0.08,0.610833602121584,5.956084322027786,6.256633973167401,9.683180122396305,0.6698153905795733,2.7852628095652836,0.46526910550892353,0.3049582304083742,0.18183480389416218,10.148449227905228,0.36485716017119907,2.6034280056711214
8,0.09,0.6611396505694513,5.954868574161523,6.2811225251881275,8.832882444149288,0.7490814235728172,2.5681913129038407,0.4318543244153261,0.39792734250659123,0.19733311142772436,9.264736768564614,0.3511540810662259,2.3708582014761164
9,0.09999999999999999,0.7064914755068045,5.956140552493786,6.306304371730225,7.921407294925567,0.6741981401779681,2.3489462513024333,0.5107860062271357,0.33738114923471585,0.18713758420199156,8.432193301152703,0.33681699094325224,2.1618086671004417
10,0.10999999999999999,0.7478921846151452,5.959659239034228,6.332010551142681,7.180627371744495,0.7507935378283828,2.179707574154694,0.4742432478815317,0.4293130287551321,0.20173746068030596,7.654870619626027,0.3214805090732507,1.977970113474388
11,0.11999999999999998,0.7850206743637063,5.965189198740521,6.358242311055328,6.382427477110085,0.6788576945621182,2.0093182114457937,0.5563017372041941,0.3740791516029276,0.18705339822918177,6.938729214314279,0.3047785429591906,1.822264813216612
