199,-3815364.067553845
399,-3509996.51463926
599,-1002462.0655479836
799,-3408679.8067151085
999,-2168102.4078762312
1199,-1484124.191891995
1399,-1283473.1044448316
1599,-1551431.4148633415
1799,-1368427.3770681685
1999,-889287.3841749792
2199,-3332883.938333776
2399,-2708673.107848096
2599,-3050006.7880430743
2799,-939826.5794950664
2999,-814952.1138616763
3199,-2386354.1729286327
3399,-2605539.734815248
3599,-1204581.2301156383
3799,-2022718.5212734933
3999,-1578671.0519755566
4199,-3260785.905487839
4399,-3883296.993962545
4599,-1458606.3457367336
4799,-4610312.383778265
4999,-2739519.715871056
5199,-2012271.0385170989
5399,-2766669.9943461493
5599,-378622.27776890586
5799,-453527.7415088364
5999,-1227307.4373481602
6199,-1530853.8741477442
6399,-767860.7171328143
6599,-3367178.0774852247
6799,-3425388.884120791
6999,-2079583.6680521087
7199,-1686667.1859789244
7399,-2414483.8056319533
7599,-1387475.5923672216
7799,-640382.732251392
7999,-1986986.8254161412
8199,-1721212.4574912305
8399,-281612.222423012
8599,-3106035.039295921
8799,-3549100.448918493
8999,-3090285.5475516994
9199,-2317277.88241647
9399,-1603555.8678075564
9599,-3161176.929738005
9799,-3163795.9763863664
9999,-2177710.796290785
10199,-2420782.8293664595
10399,-4082893.140112089
10599,-2863871.6671982566
10799,-465874.45565549855
10999,-3825499.992711991
11199,-2688137.725311591
11399,-677499.6553328778
11599,-1764491.010089277
11799,-603002.5885958386
11999,-1882882.657631213
12199,-3720156.806544772
12399,-733125.4171412179
12599,-4226503.755501925
12799,-1875799.3306256155
12999,-3142427.296931697
13199,-1845689.884171646
13399,-2991198.5460873707
13599,-2834433.5757244467
13799,-3116962.645248045
13999,-3791449.6448800727
14199,-4098090.117048055
14399,-548796.444394587
14599,-922390.690335538
14799,-1701058.308444962
14999,-739579.8961219282
15199,-2307207.8336481703
15399,-1299222.3149331545
15599,-2226111.017172748
15799,-2540380.8146742256
15999,-2176998.847385296
16199,-2313735.284556655
16399,-3155506.929654315
16599,-1272577.8588724702
16799,-1123682.9749623055
16999,-3735696.036019213
17199,-365810.13978257496
17399,-2951626.0009467327
17599,-3231115.193023412
17799,-2351146.4518066864
17999,-982682.2865786692
18199,-2876730.768521603
18399,-4117804.4783312175
18599,-2337359.987840771
18799,-492969.54689475504
18999,-2441808.5852472843
19199,-1444578.8554735442
19399,-2682636.7410335345
19599,-1522766.111425576
19799,-812181.3605008194
19999,-1198610.2979717772
