,t,L2ErrorStateExState,L2NormStateEx,L2NormState,Absu1exu1,Absu2exu2,Absu3exu3,Absu4exu4,Absu5exu5,Absu6exu6,Absu7exu7,Absu8exu8,Absu9exu9,Absu1,Absu2,Absu3,Absu4,Absu5,Absu6,Absu7,Absu8,Absu9,Absu1ex,Absu2ex,Absu3ex,Absu4ex,Absu5ex,Absu6ex,Absu7ex,Absu8ex,Absu9ex
0,0.01,0.011644427905747929,1.493645155514427,1.5020283265303438,0.8337077972281515,1.6198041399355232,1.734356925999287,1.775468447392098,2.797967884123265,2.83658544428886,1.8051074459665457,3.02908525198743,1.58877615813662,0.03449631482362747,0.02770991623401642,0.0261274091899395,0.012952625751495361,0.015009433031082153,0.03611765801906586,0.05037549138069153,0.05050385370850563,0.02395106665790081,0.8682041120517789,1.5920942237015068,1.7082295168093475,1.7625158216406027,2.782958451092183,2.8727031023079257,1.8554829373472372,2.978581398278924,1.5648250914787192
1,0.02,0.022107636959284232,1.4903205099315104,1.5065515288045719,0.8052808774854833,1.6096908469474047,1.6017252246885962,1.764792859648392,2.7195382508960884,2.516940280818418,1.6006119119798834,2.7800135900623437,1.4134053130109487,0.07034128159284592,0.04105471447110176,0.04449317045509815,0.021992111578583717,0.019234478939324617,0.06758379191160202,0.10034291073679924,0.0933569073677063,0.07664779387414455,0.8756221590783292,1.568636132476303,1.557232054233498,1.7428007480698082,2.7003037719567637,2.58452407273002,1.7009548227166826,2.6866566826946374,1.3367575191368042
2,0.03,0.03153480957392746,1.487521577472606,1.5111105417587303,0.8144777048526671,1.6014768473032004,1.4826430401690027,1.7196212773827781,2.6609970381768075,2.202737076841179,1.4294599398674215,2.4991763478551543,1.275921816585483,0.07598639884963632,0.04346392466686666,0.06524419039487839,0.017511026933789253,0.01929687862866558,0.11970522999763489,0.127678994089365,0.07861465308815241,0.14214575104415417,0.8904641037023034,1.5580129226363337,1.4173988497741243,1.7371323043165674,2.641700159548142,2.322442306838814,1.5571389339567865,2.420561694767002,1.133776065541329
3,0.04,0.0401575036205431,1.4851605024792722,1.5157400324811603,0.8028246418155064,1.6106492504048993,1.3713667316233182,1.7253648290332986,2.6363105313993143,1.9136394499109857,1.2366812240051743,2.292028464643902,1.1291298541685384,0.10768708446994424,0.05457886937074363,0.0883040651679039,0.01569632801692933,0.03678725441568531,0.16223059594631195,0.18154031410813332,0.12241968978196383,0.17959214560687542,0.9105117262854506,1.5560703810341556,1.2830626664554143,1.741061157050228,2.599523276983629,2.0758700458572976,1.4182215381133076,2.1696087748619384,0.949537708561663
4,0.05,0.04802090403101833,1.4831733449207574,1.52039360160179,0.839405172829223,1.611069622611643,1.2494881739788541,1.6988892074896433,2.6411284453249024,1.6101929106050683,1.0862481902445116,2.0145543578923397,0.9934706744152553,0.09562216931954026,0.05041464907117188,0.09795406833291054,0.05335180077236146,0.07233967413776554,0.2292313352227211,0.19517519045621157,0.0861852252855897,0.21236595325171947,0.9350273421487633,1.5606549735404711,1.1515341056459436,1.7522410082620048,2.568788771187137,1.8394242458277894,1.2814233807007231,1.92836913260675,0.7811047211635358
5,0.060000000000000005,0.055234923113340995,1.4815072013588513,1.525066945411618,0.8803733352334796,1.612973261886628,1.1300122500973389,1.6746303628086927,2.6572558166307965,1.3173316757575229,0.9194908590833641,1.7532356280123378,0.8632454636384549,0.08309826487675309,0.04277674318291247,0.10797020047903061,0.09434273827355355,0.11132028480642475,0.2939203977584839,0.22647639084607363,0.05822670925408602,0.235574284568429,0.9634716001102327,1.5701965187037155,1.0220420496183082,1.7689731010822463,2.5459355318243717,1.6112520735160067,1.1459672499294378,1.6950089187582518,0.6276711790700259
6,0.07,0.06195216891163697,1.4801148685912644,1.5297698607213288,0.8902477693056976,1.6097813023266572,1.0362811843403068,1.6928023772179361,2.6355841196624077,1.0687496049513636,0.7308324944433429,1.5818930500202615,0.7618460593001286,0.1051808693446219,0.026299922028556466,0.14126557856798172,0.0971475396072492,0.10729929819353856,0.322921808809042,0.2814981946721673,0.11198680568486452,0.2723115589469671,0.9954286386503195,1.5834813802981007,0.8950156057723252,1.7899499168251853,2.528284821468869,1.3916714137604056,1.0123306891155102,1.469906244335397,0.4895345003531615
7,0.08,0.06821435272657803,1.478952795206451,1.5344880266317162,0.9259818004879377,1.6146257931364258,0.948428581324732,1.6858988311165084,2.657008631296848,0.8215536048157277,0.5510220766978823,1.3191948152140616,0.6564521985189136,0.1045875892159529,0.015083982842043042,0.17696571722626686,0.1282315090065822,0.1432331801916007,0.3604831025004387,0.33058386389166117,0.06469424534589052,0.28919510915875435,1.0305693897038906,1.5995418102943828,0.7714628640984651,1.8141303401230906,2.5137754511052472,1.1820367073161664,0.8816059405895434,1.254500569868171,0.3672570893601592
8,0.09,0.07410836453280809,1.477980538234584,1.5392157384725142,0.9637676400664601,1.618837059832049,0.8607579193611717,1.6984144466547528,2.669538618420195,0.5859565183908955,0.36842516017756854,1.0631482026170647,0.5772841996841754,0.10486294073052704,0.001242784084752202,0.20821391232311726,0.14225633663590997,0.16872363738366403,0.398015346378088,0.38663356099277735,0.01263554859906435,0.3161226473748684,1.0686305807969871,1.6175942757472968,0.6525440070380545,1.8406707832906628,2.5008149810365308,0.9839718647689835,0.7550587211703459,1.0505126540180003,0.26116155230930704
9,0.09999999999999999,0.07973575246651274,1.4771608395785991,1.5439628774390681,1.0109421721385148,1.6305233012214453,0.7838768905236335,1.7137340166855188,2.6850048728584626,0.36204593178449107,0.1956721707143141,0.8201098562340071,0.5145729631468443,0.09845855110324919,0.006475825095549226,0.24455335922539234,0.1551468059187755,0.19682429559179582,0.43688376620411873,0.4381970250979066,0.03938408102840185,0.3434622399508953,1.109400723241764,1.6369991263169945,0.5393235312982412,1.8688808226042943,2.4881805772666667,0.7989296979886098,0.6338691958122207,0.859493937262409,0.17111072319594897
10,0.10999999999999999,0.08517798799767565,1.476459870900797,1.5487287957820384,1.0613229594198499,1.6329190063355201,0.7166996042513327,1.7288239757747677,2.7025725852145515,0.17139401054611914,0.03199198942921788,0.5813738658914896,0.4579136764137773,0.09138669748790562,0.024311345303431153,0.2840455826371908,0.1693663907935843,0.22762975670048036,0.45659372583031654,0.48701532278209925,0.10124130081385374,0.3614358175545931,1.1527096569077555,1.6572303516389513,0.43265402161414196,1.898190366568352,2.474942828514071,0.6279877363764357,0.5190073122113171,0.6826151667053434,0.09647785885918421
