,t,L2ErrorStateExState,L2NormStateEx,L2NormState,Absu1exu1,Absu2exu2,Absu3exu3,Absu1,Absu2,Absu3,Absu1ex,Absu2ex,Absu3ex
0,0.01,0.10309589968703607,6.071521307554834,6.121205176512458,18.136106480231355,0.46661260100141483,5.130250852187707,0.020948996767401695,0.021062558516860008,0.040218252688646317,18.115157483463953,0.48767515951827484,5.090032599499061
1,0.02,0.19726562726251118,6.036554081040345,6.131988276337423,16.65973152135791,0.42071215893517694,4.662910209389572,0.0337285865098238,0.03805310092866421,0.08547312766313553,16.626002934848085,0.45876525986384115,4.577437081726436
2,0.03,0.28401574284830655,6.011180666374032,6.1490696296800955,15.389385386819324,0.3884753029841142,4.286893987031171,0.03798234090209007,0.04967484623193741,0.13391733169555664,15.351403045917234,0.4381501492160516,4.152976655335614
3,0.04,0.3641062666154331,5.991983746340912,6.169420684304131,14.223024339568447,0.37059880127566064,3.964026783538483,0.0355275368783623,0.05048074125079438,0.18385053426027298,14.187496802690085,0.421079542526455,3.78017624927821
4,0.05,0.438011501955785,5.977546357457585,6.191900806764306,13.122309709076047,0.3606564367457714,3.6770718419586186,0.026012157322838902,0.04526322119636461,0.23265867680311203,13.096297551753208,0.405919657942136,3.4444131651555066
5,0.060000000000000005,0.506043008291685,5.9670766133172615,6.216024283824093,12.073814635252283,0.3018233551045833,3.3876522271460687,0.010792125249281526,0.09001467161579058,0.2489577028900385,12.063022510003002,0.3918380267203739,3.1386945242560302
6,0.07,0.5685552174852974,5.960051104617797,6.24148933864118,11.075970775011735,0.24989513332423696,3.1357863900417406,0.005257088458165526,0.1283969820360653,0.2766925320029259,11.0812278634699,0.3782921153603023,2.8590938580388148
7,0.08,0.6258615997056384,5.956084322027786,6.268100789748586,10.126929267302483,0.19776321106979944,2.9072878597881573,0.021519960602745414,0.16709394910139963,0.30385985411703587,10.148449227905228,0.36485716017119907,2.6034280056711214
8,0.09,0.6782707418439741,5.954868574161523,6.295726547374392,9.226879001602935,0.14586754312887162,2.7025461436233713,0.03785776696167886,0.2052865379373543,0.33168794214725494,9.264736768564614,0.3511540810662259,2.3708582014761164
9,0.09999999999999999,0.7261224178210296,5.956140552493786,6.324257467100803,8.378528579836976,0.11005349878417248,2.5357917708823803,0.05366472131572664,0.22676349215907976,0.37398310378193855,8.432193301152703,0.33681699094325224,2.1618086671004417
10,0.10999999999999999,0.7697207660506826,5.959659239034228,6.353635671865735,7.58494152859902,0.054185564168971745,2.3762980564120006,0.0699290910270065,0.26729494490427896,0.39832794293761253,7.654870619626027,0.3214805090732507,1.977970113474388
11,0.11999999999999998,0.8094359949465583,5.965189198740521,6.383808449933043,6.852900342149567,0.00192278721782968,2.24694297309427,0.08582887216471136,0.3067013301770203,0.4246781598776579,6.938729214314279,0.3047785429591906,1.822264813216612
12,0.12999999999999998,0.8456818150978901,5.972486980731208,6.414731918716317,6.18976920649947,0.055948952663148255,2.1546836192303775,0.10173008008860052,0.34229890041751787,0.45598254539072514,6.291499286588071,0.2863499477543696,1.6987010738396522
13,0.13999999999999999,0.8789144136911143,5.98129000756876,6.446370791379992,5.604944614325583,0.11212122013167414,2.0993995790345483,0.11741319089196622,0.37796915107173845,0.4873142149299383,5.722357805217549,0.2658479309400643,1.6120853641046098
14,0.15,0.9096415776709531,5.991308108663114,6.478694994905579,5.108352864068474,0.17071911832582923,2.086234914482959,0.13304489268921316,0.4136699677328579,0.5186367612332106,5.241397756757687,0.24295084940702869,1.5675981532497485
15,0.16,0.9384214779459281,6.002218165591739,6.511677565284121,4.709978135312487,0.23183615527412296,2.120282796192095,0.14893952920101583,0.44920879387063906,0.5500111524015665,4.858917664513503,0.2173726385965161,1.5702716437905282
16,0.17,0.9658596771648932,6.013662359178093,6.545295811019136,4.41972808628098,0.29586830467685676,2.2058050910345424,0.16487020417116582,0.48473994963569567,0.5813759583979845,4.584598290452146,0.1888716449588389,1.6244291326365576
17,0.18000000000000002,0.9926014975788673,6.025250336942028,6.579532408810051,4.246495588560958,0.3632072281266151,2.3459941075335857,0.1801596328150481,0.5204643399338238,0.6128402482718229,4.426655221376006,0.15725711180720867,1.7331538592617626
18,0.19000000000000003,1.0193060595438137,6.036565327012917,6.614372267517797,4.196305787660235,0.4388179640863196,2.5357247895083077,0.19475397537462413,0.5612109393696301,0.6378746218979359,4.39105976303486,0.12239297528331043,1.897850167610372
19,0.20000000000000004,1.0466437850971737,6.047173876110441,6.649799230469121,4.271433706250036,0.5177347655854107,2.7808181898736892,0.2094749070238322,0.6019337118486874,0.6628736183047295,4.4809086132738685,0.08419894626327672,2.1179445715689598
20,0.21000000000000005,1.0752804999605647,6.056638546439476,6.685796400821621,4.471163633223669,0.5950485452523839,3.0850111452966416,0.22483631107024848,0.6376976274768822,0.6942578516900539,4.695999944293917,0.0426490822244983,2.3907532936065876
21,0.22000000000000006,1.1058403261607646,6.064532623660359,6.72235177567832,4.792790285306398,0.6806329723140392,3.430631140671668,0.2398552109953016,0.6784011700074188,0.719110507518053,5.0326454963017,0.0022318023066203777,2.711520633153615
22,0.23000000000000007,1.1389100640200152,6.070455706383978,6.759453131486912,5.2288158924930945,0.7694747408693341,3.817563305387205,0.2549044645857066,0.7191012778203003,0.743950417265296,5.483720357078801,0.05037346304903383,3.073612888121909
23,0.24000000000000007,1.1750207867718987,6.07404898909251,6.797091640981754,5.769545699407572,0.8615765770316365,4.2377894317892775,0.2693825790192932,0.7599097319762222,0.7689514942467213,6.038928278426865,0.1016668450554142,3.4688379375425566
24,0.25000000000000006,1.2146276386548824,6.075009116385419,6.835257876415357,6.402229214185881,0.959398991339039,4.677307159406002,0.28301381948404014,0.8034274295787327,0.7894551400095224,6.685243033669921,0.15597156176030633,3.88785201939648
25,0.26000000000000006,1.2581082608849523,6.07309965952853,6.873942164832628,7.1107460119364045,1.0600494004601455,5.1305560194059,0.2967302508186549,0.8469255619565956,0.8099434785544872,7.407476262755059,0.21312383850354993,4.320612540851413
26,0.2700000000000001,1.3057536846870434,6.068159515523756,6.913134922399626,7.878256505196264,1.163329855505753,5.5872055264578,0.3106625599320978,0.8903852828661911,0.8303675651550293,8.188919065128362,0.2729445726395618,4.756837961302771
27,0.2800000000000001,1.3577661894215902,6.060107817134977,6.952828025926614,8.687398106108198,1.269086439331974,6.037235829267026,0.3246089636813849,0.9338392258505337,0.850794330239296,9.012007069789583,0.33524721348144026,5.18644149902773
28,0.2900000000000001,1.4142632968666342,6.048945233099878,6.993013726712959,9.519799103020231,1.3737080585656183,6.476902879831487,0.3391661380883306,0.9738628432969563,0.8769897241145372,9.858965241108562,0.3998452152686619,5.5999131557169495
29,0.3000000000000001,1.4752612981998618,6.034751800920548,7.033685318409466,10.35939519818749,1.4839868339897113,6.885886901947901,0.3530024297069758,1.0174279712955467,0.8972538933157921,10.712397627894466,0.4665588626941646,5.988633008632109
30,0.3100000000000001,1.540699050142259,6.017681649190866,7.0748386656144024,11.189486412422008,1.596278417790405,7.262839691274971,0.3663107620086521,1.0610571072320454,0.9177328404039145,11.55579717443066,0.5352213105583596,6.345106850871057
