,t,L2ErrorStateExState,L2NormStateEx,L2NormState,Absu1exu1,Absu2exu2,Absu3exu3,Absu1,Absu2,Absu3,Absu1ex,Absu2ex,Absu3ex
0,0.01,0.10309140969072195,6.071521307554834,6.121190822630895,18.133979078700612,0.47318987576350885,5.134031742443874,0.01882159523665905,0.014485283754765987,0.043999142944812775,18.115157483463953,0.48767515951827484,5.090032599499061
1,0.02,0.19724502497190166,6.036554081040345,6.131939591162795,16.65445369397582,0.4339945594910856,4.6694100661000055,0.02845075912773609,0.024770700372755527,0.09197298437356949,16.626002934848085,0.45876525986384115,4.577437081726436
2,0.03,0.2839709651058657,6.011180666374032,6.148968016425417,15.382106897637552,0.4074195897254305,4.294542011739203,0.030703851720318198,0.03073055949062109,0.14156535640358925,15.351403045917234,0.4381501492160516,4.152976655335614
3,0.04,0.3640310065849469,5.991983746340912,6.1692598672594885,14.214561462788488,0.3903145786338755,3.971608982366942,0.027064660098403692,0.030764963892579544,0.19143273308873177,14.187496802690085,0.421079542526455,3.78017624927821
4,0.05,0.437838183833863,5.977546357457585,6.191744993830857,13.109701816333667,0.33267867702146314,3.6584109594707255,0.013404264580458403,0.07324098092067288,0.21399779431521893,13.096297551753208,0.405919657942136,3.4444131651555066
5,0.060000000000000005,0.5057744301944261,5.9670766133172615,6.215875286725518,12.061267497338058,0.2742998051252053,3.3702408405518924,0.0017550126649439335,0.11753822159516858,0.2315463162958622,12.063022510003002,0.3918380267203739,3.1386945242560302
6,0.07,0.5681882311447188,5.960051104617797,6.241344412635359,11.062621027027996,0.22285620635978587,3.1185647511089165,0.018606836441904306,0.1554359090005164,0.25947089307010174,11.0812278634699,0.3782921153603023,2.8590938580388148
7,0.08,0.6254103366872152,5.956084322027786,6.267952559677969,10.113069858627721,0.1810772663134811,2.900519383570172,0.03537936927750707,0.18377989385771798,0.2970913778990507,10.148449227905228,0.36485716017119907,2.6034280056711214
8,0.09,0.6777293503306961,5.954868574161523,6.295573310189661,9.213174648823621,0.12608097592720835,2.6910361421278908,0.051562119740992785,0.22507310513901757,0.3201779406517744,9.264736768564614,0.3511540810662259,2.3708582014761164
9,0.09999999999999999,0.7254640567959991,5.956140552493786,6.324114603568605,8.365008674562242,0.07060010709267728,2.5057169043938043,0.06718462659046054,0.26621688385057496,0.3439082372933626,8.432193301152703,0.33681699094325224,2.1618086671004417
