,t,L2NormState,Absu1,Absu2,Absu3
0,0.01,5.399400875701956,0.017736129462718964,0.04515887424349785,0.012087435461580753
1,0.02,4.866827386143238,0.06412854045629501,0.06126156821846962,0.021492060273885727
2,0.03,4.464051174667182,0.09666579216718674,0.09922482818365097,0.02114871356752701
3,0.04,4.1472291589996795,0.10001656739041209,0.14810749143362045,0.031111519114347175
4,0.05,3.8904805435657837,0.05640639318153262,0.17219587415456772,0.03534268055227585
5,0.060000000000000005,3.6775230638274947,0.03727821772918105,0.21767661347985268,0.04344302628305741
6,0.07,3.4977352556889327,0.014996664132922888,0.17378214374184608,0.03467902008560486
7,0.08,3.3434598764492685,0.004662648309022188,0.21856067702174187,0.045090303086908534
8,0.09,3.209362259374587,0.05264049815014005,0.22966240998357534,0.03643712427583523
9,0.09999999999999999,3.0915224377437283,0.09877483593299985,0.23782644141465425,0.018973691650899127
10,0.10999999999999999,2.987069234670589,0.07253541285172105,0.256694077514112,0.019177390000550076
11,0.11999999999999998,2.8937415958717603,0.10586851323023438,0.23369388561695814,0.048501370212761685
12,0.12999999999999998,2.8098346300069035,0.07122539216652513,0.23128482070751488,0.0844742820772808
13,0.13999999999999999,2.73390901129648,0.11509457090869546,0.20733650703914464,0.08306951328995638
14,0.15,2.6647700349920544,0.08825273113325238,0.23496465128846467,0.11494742587092333
15,0.16,2.601728193511295,0.08977327612228692,0.18646789086051285,0.10287463452550583
16,0.17,2.5437734965636953,0.06482416507788002,0.22714715194888413,0.11779908995958976
17,0.18000000000000002,2.490377563430385,0.10535625112242997,0.20003185351379216,0.10675777096184902
18,0.19000000000000003,2.441185816683227,0.07055303570814431,0.16961998236365616,0.08768280196818523
19,0.20000000000000004,2.395460054151064,0.05147908930666745,0.18220933922566473,0.13215405840310268
20,0.21000000000000005,2.352939241255102,0.08877398376353085,0.16372799524106085,0.10444971520337276
21,0.22000000000000006,2.3134533368431462,0.053514230297878385,0.14031721116043627,0.07782858025166206
22,0.23000000000000007,2.2763254547276386,0.08038562838919461,0.17932018102146685,0.09385033111902885
23,0.24000000000000007,2.241709244594361,0.05015648645348847,0.14301885501481593,0.07746702778968029
24,0.25000000000000006,2.209300118108127,0.06933229346759617,0.10175956250168383,0.05673156652483158
25,0.26000000000000006,2.178728159345053,0.041027548955753446,0.14268246502615511,0.061646611167816445
26,0.2700000000000001,2.1499294199673247,0.0760368921328336,0.10741521255113184,0.056117925530998036
27,0.2800000000000001,2.1227924051584424,0.02839476172812283,0.12176283285953104,0.05118099806713872
28,0.2900000000000001,2.097054148882709,0.07555040274746716,0.10543788992799819,0.05431815606425516
29,0.3000000000000001,2.0727432191854027,0.02689349208958447,0.11623670742847025,0.050331832346273586
30,0.3100000000000001,2.049681105858568,0.06689075683243573,0.08674006001092494,0.044839393318397924
31,0.3200000000000001,2.0278093320768655,0.021839413093402982,0.10816252254880965,0.041454897698713467
32,0.3300000000000001,2.006937367609178,0.06932507758028805,0.0927662851754576,0.044295130035607144
33,0.34000000000000014,1.9872225294047194,0.024186588125303388,0.07948894170112908,0.027376837766496465
34,0.35000000000000014,1.9684469712074595,0.05727011268027127,0.042258595349267125,0.031779301090864465
35,0.36000000000000015,1.9504523632187225,0.04433861770667136,0.08869337779469788,0.018490682094125077
36,0.37000000000000016,1.9332072341624513,0.023915138328447938,0.08817003510193899,0.0641262780118268
37,0.38000000000000017,1.916840450211226,0.039788333931937814,0.0582439064164646,0.027350353746442124
38,0.3900000000000002,1.9010831079665278,0.01718647056259215,0.10206845245556906,0.03563073623809032
39,0.4000000000000002,1.8859659988659545,0.061251305276528,0.07869681000011042,0.03215851585264318
40,0.4100000000000002,1.8716416815255321,0.01628891401924193,0.060006274201441556,0.02079862027312629
41,0.4200000000000002,1.8578405042338146,0.06450982415117323,0.048059102438855916,0.015140976727707312
42,0.4300000000000002,1.8446717309693195,0.058447411516681314,0.0044594521750696,0.038854217127664015
43,0.4400000000000002,1.8318945690075947,0.05828664969885722,0.05406088783638552,0.03255564483697526
44,0.45000000000000023,1.8196142939779332,0.01879883330548182,0.08457532181637362,0.029460246412782
45,0.46000000000000024,1.8077875864663144,0.06123735901201144,0.058252366550732404,0.026995786669431254
46,0.47000000000000025,1.796525314343327,0.011569032038096339,0.05528854677686468,0.022069000377086923
47,0.48000000000000026,1.785626520182186,0.05934837233508006,0.04225631436565891,0.015191798302112147
48,0.49000000000000027,1.7752055858749194,0.05523356475168839,0.002008020819630474,0.03807709665852599
49,0.5000000000000002,1.7650221004507731,0.058478548016864806,0.04764965927461162,0.033220629877178
50,0.5100000000000002,1.7553420523419059,0.012473123904783279,0.04529677383834496,0.013779313972918317
51,0.5200000000000002,1.7459249515748034,0.0613055553403683,0.034554817306343466,0.013712109182961285
52,0.5300000000000002,1.7369251265654815,0.06075107981450856,0.012260596675332636,0.03126231685746461
53,0.5400000000000003,1.7280909549365262,0.06259689084254205,0.037670106219593436,0.029386684647761285
54,0.5500000000000003,1.7197051642474606,0.051879680482670665,0.011094271612819284,0.03206572833005339
55,0.5600000000000003,1.7114564856002732,0.05489699076861143,0.038746309059206396,0.02945566817652434
56,0.5700000000000003,1.7036334250154532,0.00964247714728117,0.03253550786757842,0.00912207632791251
57,0.5800000000000003,1.6959575985269284,0.05932594742625952,0.02912308374652639,0.013583972468040884
58,0.5900000000000003,1.6886323075803014,0.05219366727396846,0.016949555778410286,0.031651686294935644
59,0.6000000000000003,1.681387857202139,0.056232611648738384,0.0328723649145104,0.03286128060426563
60,0.6100000000000003,1.6744494282806943,0.012138276360929012,0.05004774878034368,0.01671520562376827
61,0.6200000000000003,1.6676349861552742,0.06174186524003744,0.04387275321641937,0.017878504702821374
62,0.6300000000000003,1.661032092233915,0.018666221760213375,0.06608865415910259,0.030164376134052873
63,0.6400000000000003,1.6546007490351986,0.0645582852885127,0.048702118976507336,0.020592176588252187
64,0.6500000000000004,1.6483002741799264,0.03182284440845251,0.07510669162729755,0.047632695408537984
65,0.6600000000000004,1.6423784569561366,0.016510438174009323,0.03008149570086971,0.03219696064479649
66,0.6700000000000004,1.6364872994014612,0.057178471237421036,0.057613810582552105,0.022811706410720944
67,0.6800000000000004,1.6307357559107023,0.021205227822065353,0.07255006587365642,0.05416188691742718
68,0.6900000000000004,1.625089204215735,0.06973819062113762,0.06390502775320783,0.04580635135062039
69,0.7000000000000004,1.6196001421789346,0.028303831815719604,0.09070214914390817,0.053875318961218
70,0.7100000000000004,1.6142147976773715,0.0762103945016861,0.07813486928353086,0.04701788048259914
71,0.7200000000000004,1.6089971872470978,0.03153054043650627,0.09512542659649625,0.06168183754198253
72,0.7300000000000004,1.6038778923158228,0.079095758497715,0.08192116121063009,0.05373212578706443
73,0.7400000000000004,1.5989220353763969,0.03383734077215195,0.09987747768172994,0.06510077300481498
74,0.7500000000000004,1.5940569651333258,0.08123822137713432,0.0861953385756351,0.056979471584782004
75,0.7600000000000005,1.5893509737124987,0.03548823669552803,0.1031410955474712,0.06792387436144054
76,0.7700000000000005,1.5847360164522664,0.0820893757045269,0.08725270821014419,0.05921221035532653
77,0.7800000000000005,1.5802720711826999,0.03633730858564377,0.1049687415943481,0.06885019480250776
78,0.7900000000000005,1.5758921833115551,0.08280616253614426,0.08873308642068878,0.06007241900078952
79,0.8000000000000005,1.5716562181659317,0.036964889615774155,0.10627194872358814,0.06961001618765295
80,0.8100000000000005,1.5674978821804009,0.0833151824772358,0.08977806387702003,0.06068799155764282
81,0.8200000000000005,1.563476591599987,0.03743380308151245,0.10730594216147438,0.07005136995576322
82,0.8300000000000005,1.5595469107349405,0.08147342130541801,0.08579907013336197,0.06015352695249021
83,0.8400000000000005,1.555741627287963,0.03638431429862976,0.10608173726359382,0.06760914041660726
84,0.8500000000000005,1.5520090737134118,0.08176755905151367,0.08710545120993629,0.058650238206610084
85,0.8600000000000005,1.5483952477290455,0.03643759712576866,0.10620195983210579,0.06762338965199888
86,0.8700000000000006,1.5448624859104672,0.08013812452554703,0.08391022315481678,0.05796200199984014
87,0.8800000000000006,1.54143783021341,0.03550681844353676,0.10514351917663589,0.06552464864216745
88,0.8900000000000006,1.5380680403999332,0.0815131925046444,0.08756788080791011,0.05689269374124706
89,0.9000000000000006,1.5348053235221741,0.036159344017505646,0.10615326097467914,0.06677256780676544
90,0.9100000000000006,1.531615759831959,0.07950320467352867,0.08327452657977119,0.05687946896068752
91,0.9200000000000006,1.5285224532009167,0.035079799592494965,0.10499763308325782,0.06427324120886624
92,0.9300000000000006,1.5254758109886675,0.08089334517717361,0.08693658380070701,0.05561774340458214
