199,-98362050.97287776
399,-84375211.89981386
599,-101439351.34984168
799,-93551803.57375376
999,-163309037.29127347
1199,-153742103.48600093
1399,-74061937.85160124
1599,-97889088.66182458
1799,-39537393.1074367
1999,-28174238.397198297
2199,-131189244.16670038
2399,-114505989.36340341
2599,-124030530.54639998
2799,-99711932.93621385
2999,-123311944.40265642
3199,-85353284.36811131
3399,-113705483.69823813
3599,-107529908.12548764
3799,-165422324.25865656
3999,-114369482.79599202
4199,-110887836.65623178
4399,-192494960.27050546
4599,-112602559.91459008
4799,-67413484.8993902
4999,-57507874.68663479
5199,-126265407.80108261
5399,-203173432.0542496
5599,-65937625.96748777
5799,-102776630.83586438
5999,-111539863.39313854
6199,-41220273.76971544
6399,-125220351.77494712
6599,-197782157.1110603
6799,-117706300.9679132
6999,-213009114.9075481
7199,-72606637.98357016
7399,-185693933.0370954
7599,-70006961.72777604
7799,-29169591.22246383
7999,-132884213.84192653
8199,-100587478.8432215
8399,-172548591.2311231
8599,-76086428.21142092
8799,-66502839.09351973
8999,-89695920.1609827
9199,-106304337.26034695
9399,-58974390.80924616
9599,-79771927.25053732
9799,-67297531.30936612
9999,-58610636.09332423
10199,-104062302.86957307
10399,-113423163.57191056
10599,-93413307.07407798
10799,-184807749.05736968
10999,-15788731.3017329
11199,-102233095.44753228
11399,-100249016.81514966
11599,-175795075.25988173
11799,-141313493.58482543
11999,-210644549.70081902
12199,-136436109.60283402
12399,-60622307.026125796
12599,-139427438.46133828
12799,-167107865.79271892
12999,-137325821.51858374
13199,-46243401.21838225
13399,-181122205.2497087
13599,-10605215.002956249
13799,-121357156.08362068
13999,-132524929.62076363
14199,-106123142.3399644
14399,-120846419.7292983
14599,-100501166.05671516
14799,-29699516.13597745
14999,-50791660.6482205
15199,-162810564.74053228
15399,-86925088.28846788
15599,-144795690.650515
15799,-125440028.63504991
15999,-52015189.95867531
16199,-64715700.758741245
16399,-36398923.28856986
16599,-168433822.38580272
16799,-64814625.237620294
16999,-47667979.67881879
17199,-93119237.13618073
17399,-83266300.58814733
17599,-125412845.46565203
17799,-121763843.1563017
17999,-158966829.19610903
18199,-33210627.841122042
18399,-144819957.00342885
18599,-69531876.21152622
18799,-182143008.86959255
18999,-72872385.30473296
19199,-58912624.85254966
19399,-80465095.64494815
19599,-116891959.62944406
19799,-112453856.0636937
19999,-155285735.49158728
20199,-157090210.7884953
20399,-59828673.46008186
20599,-92835214.58896263
20799,-51992001.65406185
20999,-100669285.0041784
21199,-95334007.28626141
21399,-10449872.759480212
21599,-34019942.96491155
21799,-49693940.12277481
21999,-61583603.51582429
22199,-91319264.40874757
22399,-74654528.7855906
22599,-168861740.9724426
22799,-46876396.26253844
22999,-94947501.8175172
23199,-155273485.17754385
23399,-90630670.15025485
23599,-149409887.15903226
23799,-16747002.09569249
23999,-129728611.63629256
24199,-189997685.995327
24399,-95840305.7695397
24599,-98500121.6962943
24799,-112092894.53212196
24999,-163296520.9653944
25199,-122280613.00469302
25399,-82391412.08596218
25599,-38555258.289435655
25799,-33676370.28332163
25999,-67490952.43725684
26199,-221816483.226807
26399,-172238961.54055396
26599,-70025222.83364482
26799,-172575597.35350552
26999,-120425181.38660638
27199,-74316325.68866232
27399,-31965616.366300773
27599,-33627102.468406335
27799,-262921964.966318
27999,-11899797.15894917
